AssessmentScaleSupportingObservation(2.16.840.1.113883.10.20.22.4.86),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuthorizationActivity(2.16.840.1.113883.10.20.1.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoundaryObservation(2.16.840.1.113883.10.20.6.2.11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaregiverCharacteristics(2.16.840.1.113883.10.20.22.4.72),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14426CONF:14427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeObservations(2.16.840.1.113883.10.20.6.2.13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CognitiveStatusProblemObservation(2.16.840.1.113883.10.20.22.4.73),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14425CONF:14424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CognitiveStatusResultObservation(2.16.840.1.113883.10.20.22.4.74),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14421CONF:14420),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CognitiveStatusResultOrganizer(2.16.840.1.113883.10.20.22.4.75),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14416CONF:14417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommentActivity(2.16.840.1.113883.10.20.22.4.64),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoverageActivity(2.16.840.1.113883.10.20.22.4.60),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:7959CONF:8905),,,,,,,,,,,,,,,,,,,,,,,,,,,
DeceasedObservation(2.16.840.1.113883.10.20.22.4.79),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DischargeMedication(2.16.840.1.113883.10.20.22.4.35),,,,,,,,,,,,,,,,,,,,,,,,,,,R (SHALL)Ê(CONF:7827),R2 (SHOULD)Ê(CONF:7883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EncounterActivities(2.16.840.1.113883.10.20.22.4.49),,,,,,,,,,,,,R (SHALL)Ê(CONF:8709CONF:8803),R2 (SHOULD)(CONF:7951CONF:8802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EncounterDiagnosis(2.16.840.1.113883.10.20.22.4.80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EstimatedDateOfDelivery(2.16.840.1.113883.10.20.15.3.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FamilyHistoryDeathObservation(2.16.840.1.113883.10.20.22.4.47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FamilyHistoryObservation(2.16.840.1.113883.10.20.22.4.46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FamilyHistoryOrganizer(2.16.840.1.113883.10.20.22.4.45),,,,,,,,,,,,,,,O (MAY)Ê(CONF:7955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FunctionalStatusProblemObservation(2.16.840.1.113883.10.20.22.4.68),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14422CONF:14423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FunctionalStatusResultObservation(2.16.840.1.113883.10.20.22.4.67),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14418CONF:14419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FunctionalStatusResultOrganizer(2.16.840.1.113883.10.20.22.4.66),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14414CONF:14415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealthStatusObservation(2.16.840.1.113883.10.20.22.4.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HighestPressureUlcerStage(2.16.840.1.113883.10.20.22.4.77),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:16781CONF:16782),,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)(CONF:17098CONF:17099),,,,,,,,,,,,,,,,,,,,,,,,,,
HospitalAdmissionDiagnosis(2.16.840.1.113883.10.20.22.4.34),,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:9935CONF:9934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HospitalDischargeDiagnosis(2.16.840.1.113883.10.20.22.4.33),,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)Ê(CONF:7984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImmunizationActivity(2.16.840.1.113883.10.20.22.4.52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R (SHALL)Ê(CONF:9019CONF:9020),R2 (SHOULD)(CONF:7969CONF:7970),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImmunizationRefusalReason(2.16.840.1.113883.10.20.22.4.53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indication(2.16.840.1.113883.10.20.22.4.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8765CONF:8743),,,,,,,,,,,,,
Instructions(2.16.840.1.113883.10.20.22.4.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:10116CONF:10117),,,,,,,,,,,,O (MAY)Ê(CONF:14695CONF:16751),,,,,,,,,,,,,,,,,,,,,,,,,
MedicationActivity(2.16.840.1.113883.10.20.22.4.16),,,,,O (MAY)Ê(CONF:8094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8156),R (SHALL)Ê(CONF:7573CONF:7572),R2 (SHOULD)(CONF:7795CONF:7573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedicationDispense(2.16.840.1.113883.10.20.22.4.18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedicationSupplyOrder(2.16.840.1.113883.10.20.22.4.17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedicationUseNoneKnown(2.16.840.1.113883.10.20.22.4.29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonMedicinalSupplyActivity(2.16.840.1.113883.10.20.22.4.50),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14583CONF:14582),,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:7948.CONF:8755),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumberOfPressureUlcersObservation(2.16.840.1.113883.10.20.22.4.76),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:16779CONF:16780),,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)(CONF:17096CONF:17097),,,,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivityAct(2.16.840.1.113883.10.20.22.4.39),,,,,,O (MAY)Ê(CONF:8798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:7726.CONF:8804),,,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivityEncounter(2.16.840.1.113883.10.20.22.4.40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8806CONF:8805),,,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivityObservation(2.16.840.1.113883.10.20.22.4.44),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8808CONF:8807),,,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivityProcedure(2.16.840.1.113883.10.20.22.4.41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8810CONF:8809),O (MAY)Ê(CONF:8766CONF:8744),,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivitySubstanceAdministration(2.16.840.1.113883.10.20.22.4.42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8811CONF:8812),,,,,,,,,,,,,,,,,,,,,,,,,
PlanOfCareActivitySupply(2.16.840.1.113883.10.20.22.4.43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:14756CONF:8813),,,,,,,,,,,,,,,,,,,,,,,,,
PolicyActivity(2.16.840.1.113883.10.20.22.4.61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PostprocedureDiagnosis(2.16.840.1.113883.10.20.22.4.51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:8762CONF:8764),,,,,,,,,,,,,,,,,,,,,,
PregnancyObservation(2.16.840.1.113883.10.20.15.3.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:9133CONF:9132),,,,
PreoperativeDiagnosis(2.16.840.1.113883.10.20.22.4.65),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:10097CONF:10096),,,,,,,,,,,,,,,,,,,,,
PressureUlcerObservation(2.16.840.1.113883.10.20.22.4.70),,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:16778CONF:16777),,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)(CONF:17094CONF:17095),,,,,,,,,,,,,,,,,,,,,,,,,,
ProblemConcernAct(2.16.840.1.113883.10.20.22.4.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R (SHALL)Ê(CONF:9183),R2 (SHOULD)Ê(CONF:7882),,,,,,,,,,,,,,,,,,,
ProblemObservation(2.16.840.1.113883.10.20.22.4.4),,,,,,,,,,O (MAY)Ê(CONF:8796CONF:8795),,,,,,,,,O (MAY)Ê(CONF:8792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8090CONF:8091),,,,,,,,,,,,,,,
ProblemStatus(2.16.840.1.113883.10.20.22.4.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProcedureActivityAct(2.16.840.1.113883.10.20.22.4.12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8020CONF:8019),O (MAY)Ê(CONF:8533CONF:15511),,,,,,,,,,
ProcedureActivityObservation(2.16.840.1.113883.10.20.22.4.13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:8018CONF:8017),O (MAY)Ê(CONF:6278CONF:15510),,,,,,,,,,
ProcedureActivityProcedure(2.16.840.1.113883.10.20.22.4.14),,,,,O (MAY)Ê(CONF:8092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:7896CONF:7895),O (MAY)Ê(CONF:15509CONF:6274),,,,,,,,,,
ProcedureContext(2.16.840.1.113883.10.20.6.2.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PurposeofReferenceObservation(2.16.840.1.113883.10.20.6.2.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuantityMeasurementObservation(2.16.840.1.113883.10.20.6.2.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReactionObservation(2.16.840.1.113883.10.20.22.4.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReferencedFramesObservation(2.16.840.1.113883.10.20.6.2.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultObservation(2.16.840.1.113883.10.20.22.4.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultOrganizer(2.16.840.1.113883.10.20.22.4.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R (SHALL)Ê(CONF:7113CONF:7112),R2 (SHOULD)(CONF:7119CONF:7120),,,,,,
SOPInstanceObservation(2.16.840.1.113883.10.20.6.2.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeriesAct(2.16.840.1.113883.10.20.22.4.63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeverityObservation(2.16.840.1.113883.10.20.22.4.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmokingStatusObservation(2.16.840.1.113883.10.20.22.4.78),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 (SHOULD)(CONF:14824CONF:14823),,,,
SocialHistoryObservation(2.16.840.1.113883.10.20.22.4.38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:7954CONF:7953),,,,
StudyAct(2.16.840.1.113883.10.20.6.2.6),,,,,,,,,,,R (SHALL)(CONF:8530CONF:15458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TextObservation(2.16.840.1.113883.10.20.6.2.12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TobaccoUse(2.16.840.1.113883.10.20.22.4.85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O (MAY)Ê(CONF:16816CONF:16817),,,,
VitalSignObservation(2.16.840.1.113883.10.20.22.4.27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VitalSignsOrganizer(2.16.840.1.113883.10.20.22.4.26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R (SHALL)Ê(CONF:7276CONF:7277),R2 (SHOULD)(CONF:7271CONF:7272)
